N_frac_below_min_neighbors,N_frac_near_zero,N_max,N_mean,N_min,U_all_finite,U_beta_abs_max,U_beta_abs_mean,U_beta_abs_min,U_beta_denominator_frac_tiny,U_beta_denominator_mean,U_beta_denominator_min,U_fro_norm,U_shape,algorithm_variant,angle_deg,anisotropy_min,bandwidth_decay,beta_delta_last,beta_delta_max,beta_norm,beta_seed,beta_support_size,case_ordinal,case_passed_quality_gate,center_noise_scale,centers_source,cg_calls,cg_info_failures,cg_iterations_max,cg_iterations_total,chunk_size,complexity_proxy_nJ_n_d_P,condition_number,corr,cosine,cosine_abs,d,data_generation_time_sec,data_seed,directions_distribution_step0,directions_distribution_stepk,directions_norm_max,directions_norm_mean,directions_norm_min,directions_shape,ell_all_finite,ell_max,ell_mean,ell_min,ell_std,error,estimated_U_storage_kib,estimated_dxd_matrix_kib,estimated_local_regression_matrix_kib_per_center,estimated_weights_matrix_kib,failed,fit_seed,fit_time_sec,fit_wall_time_sec,h0,h_final,has_dxd_normal_matrix,has_local_d_plus_1_regression,imav_abs_max,imav_abs_mean,imav_all_finite,imav_shape,inner_iterations_max_per_outer,inner_iterations_total,inner_steps,kernel,lambda_penalty,link,localizing_tensor_form,localizing_tensor_materialized,min_cosine_abs,min_neighbors,n,n_centers,n_directions,objective,outer_steps,peak_memory_kib,profile,q,q_definition,renew_directions,residual,rho_final,rho_max,rho_min,ridge,scale_label,seed,sigma_eps,sigma_x,signed_l2,solve_time_sec,statistics_time_sec,stores_all_U,stores_full_weights_matrix,target_dim,theta_centers,tol,total_case_time_sec,use_neighbor_index,uses_matrix_free_beta_update,weights_mean,y_max,y_mean,y_min,y_outlier_frac_3sigma,y_std
0.6071428571428571,0.03571428571428571,25.110625586876694,6.000000000000012,0.0,True,6.607241463305059,0.7840570600911759,0.0,0.07142857142857142,10.583989694568816,0.0,58.96656848434504,"[28, 5, 6]",single-index-random-projection,0.38981546723883786,,1.4142135623730951,7.498595338722e-05,0.006500671076333401,1.0,2,3,0,True,1.0,sample_without_replacement_plus_gaussian_noise,8,0,6,47,12,100800,nan,0.0,0.9999768558519531,0.9999768558519531,6,0.00013865499931853265,0,"normalized N(0, I_d), uniform on the sphere","normalized rho_k * N(0, I_d) + eta * beta_{k-1}",1.0000000000000002,1.0,0.9999999999999999,"[28, 5, 6]",True,4705304780415674.0,-1.113663206863773e+17,-3.1229622839989796e+18,5.795825702435397e+17,,6.5625,0.28125,0.3828125,26.25,False,1,1.4354833430006693,1.4536209940015397,2.779441639260492,1.9653620310333475,False,False,6.694649297425525,0.787920113136576,True,"[28, 5]",4,8,4,epanechnikov,6.0,linear,T_k^2 = h_k^-2 * (rho_k^2 I + beta_{k-1} beta_{k-1}^T),False,0.55,6.0,120,28,5,0.049150669339433954,2,37344.0986328125,quick,0.5,fraction of active coordinates in beta* used by this stress runner; algorithm-internal q is the kernel quadratic-form argument,True,0.04895938786362859,0.6259707516765083,0.6259707516765083,0.6259707516765083,1e-10,fast multi-seed sanity grid,0,0.03,1.0,0.0068035502565863696,0.003271831998063135,0.0029997450019436656,True,False,1,0.23333333333333334,1e-06,1.4540782429994579,True,True,5.707278549841679,1.897385924721035,-0.2298025783086721,-2.5651636568419542,0.0,0.9668946777244983
0.5714285714285714,0.03571428571428571,19.188919267671945,6.000000000000001,0.0,True,3.622628858898473,0.7826533832721051,0.0,0.03571428571428571,6.605851558994867,0.0,47.74423132185627,"[28, 5, 6]",single-index-random-projection,0.31424187550266247,,1.4142135623730951,5.0946836652825494e-05,0.010083590421770598,1.0,99,6,1,True,1.0,sample_without_replacement_plus_gaussian_noise,8,0,6,48,12,100800,nan,0.0,0.9999849598638695,0.9999849598638695,6,9.72520010691369e-05,97,"normalized N(0, I_d), uniform on the sphere","normalized rho_k * N(0, I_d) + eta * beta_{k-1}",1.0000000000000002,1.0,0.9999999999999998,"[28, 5, 6]",True,1.0953389865436254,0.9522230367785436,0.0,0.18845178392475787,,6.5625,0.28125,0.3828125,26.25,False,98,0.009746971998538356,0.009858330000497517,2.746148288820951,1.9418200771691279,False,False,3.6113602269413225,0.7806153393557507,True,"[28, 5]",4,8,4,epanechnikov,6.0,linear,T_k^2 = h_k^-2 * (rho_k^2 I + beta_{k-1} beta_{k-1}^T),False,0.55,6.0,120,28,5,0.04413427409728769,2,167.5810546875,quick,1.0,fraction of active coordinates in beta* used by this stress runner; algorithm-internal q is the kernel quadratic-form argument,True,0.043828164002288304,0.6222429081727263,0.6222429081727263,0.6222429081727263,1e-10,fast multi-seed sanity grid,0,0.03,1.0,0.005484548501147387,0.002767657999356743,0.0026174520007771207,True,False,1,0.23333333333333334,1e-06,0.010151144999326789,True,True,6.22075246610131,2.3803152509522545,-0.12553038099131023,-2.6239367136050618,0.0,1.076929635044393
0.6785714285714286,0.25,28.56047947104746,6.0000000000000275,0.0,True,2.6066356023256474,0.3629432355034595,0.0,0.25,2.2478916465747383,0.0,28.69850087009329,"[28, 5, 6]",single-index-random-projection,0.4852380427941344,,1.4142135623730951,9.626780796988001e-05,0.005670549601090786,1.0,196,3,2,True,1.0,sample_without_replacement_plus_gaussian_noise,8,0,6,48,12,100800,nan,0.4,0.9999641382211203,0.9999641382211203,6,7.459900007233955e-05,194,"normalized N(0, I_d), uniform on the sphere","normalized rho_k * N(0, I_d) + eta * beta_{k-1}",1.0000000000000002,1.0,0.9999999999999998,"[28, 5, 6]",True,1.2670264882197976e+16,452509460078499.94,0.0,2351308127284563.0,,6.5625,0.28125,0.3828125,26.25,False,195,0.00929643500057864,0.009384674000102677,2.227776072896154,1.5752755681100068,False,False,2.631470990906616,0.363920286800964,True,"[28, 5]",4,8,4,epanechnikov,6.0,linear,T_k^2 = h_k^-2 * (rho_k^2 I + beta_{k-1} beta_{k-1}^T),False,0.55,6.0,120,28,5,0.012357892594682606,2,167.7216796875,quick,0.5,fraction of active coordinates in beta* used by this stress runner; algorithm-internal q is the kernel quadratic-form argument,True,0.012032094844016104,0.6310254722469821,0.6310254722469821,0.6310254722469821,1e-10,fast multi-seed sanity grid,0,0.03,1.0,0.00846897619312032,0.0027044210000894964,0.0026481380009499844,True,False,1,0.23333333333333334,1e-06,0.009594127001037123,True,True,5.595808693855498,1.7904686162699675,-0.3714724709551606,-2.118629634690844,0.008333333333333333,0.6168032136592978
0.6785714285714286,0.2857142857142857,39.20286992355233,6.000000000000026,0.0,True,4.568600876499015,0.3742623833533511,0.0,0.2857142857142857,4.834111750232794,0.0,37.80077221242264,"[28, 5, 6]",single-index-random-projection,0.9896890589646887,,1.4142135623730951,0.00018266599391098383,0.009004893741222975,1.0,293,6,3,True,1.0,sample_without_replacement_plus_gaussian_noise,8,0,6,48,12,100800,nan,0.4,0.9998508196988576,0.9998508196988576,6,7.115799962775782e-05,291,"normalized N(0, I_d), uniform on the sphere","normalized rho_k * N(0, I_d) + eta * beta_{k-1}",1.0000000000000002,1.0,0.9999999999999998,"[28, 5, 6]",True,1.0606177160492543,-359322125738257.94,-1.0061019520671244e+16,1867092534186950.2,,6.5625,0.28125,0.3828125,26.25,False,292,0.009149247000095784,0.009231119000105537,2.3946173132128035,1.693250140519484,False,False,4.5235207527181345,0.37447342593920313,True,"[28, 5]",4,8,4,epanechnikov,6.0,linear,T_k^2 = h_k^-2 * (rho_k^2 I + beta_{k-1} beta_{k-1}^T),False,0.55,6.0,120,28,5,0.016708121751715987,2,167.3212890625,quick,1.0,fraction of active coordinates in beta* used by this stress runner; algorithm-internal q is the kernel quadratic-form argument,True,0.016461615705098603,0.6060436274861898,0.6060436274861898,0.6060436274861898,1e-10,fast multi-seed sanity grid,0,0.03,1.0,0.01727311790861768,0.00265368500186014,0.002583847001005779,True,False,1,0.23333333333333334,1e-06,0.009425653001017054,True,True,5.386216008503976,0.5153201800736223,-0.8405516175280797,-2.1575743035807515,0.0,0.5506044137174397
0.6785714285714286,0.03571428571428571,26.65741064259332,6.000000000000012,0.0,True,5.388153568295877,0.7093354972375885,0.0,0.03571428571428571,7.33642235978676,0.0,50.31761070908971,"[28, 5, 6]",single-index-random-projection,3.0680282340700606,,1.4142135623730951,0.0005038460257475418,0.07821887216729842,1.0,390,3,4,True,1.0,sample_without_replacement_plus_gaussian_noise,8,0,6,48,12,100800,nan,0.0,0.9985666915215802,0.9985666915215802,6,7.859700053813867e-05,388,"normalized N(0, I_d), uniform on the sphere","normalized rho_k * N(0, I_d) + eta * beta_{k-1}",1.0000000000000002,1.0,0.9999999999999998,"[28, 5, 6]",True,4566072913975508.0,325896958120670.94,-0.0712085525745467,1175038568655209.5,,6.5625,0.28125,0.3828125,26.25,False,389,0.009314683000411605,0.009400504999575787,2.8639593706113966,2.025125092002075,False,False,4.816747069665975,0.46918003109170253,True,"[28, 5]",4,8,4,epanechnikov,6.0,sin,T_k^2 = h_k^-2 * (rho_k^2 I + beta_{k-1} beta_{k-1}^T),False,0.55,6.0,120,28,5,0.8573853788256626,2,167.3310546875,quick,0.5,fraction of active coordinates in beta* used by this stress runner; algorithm-internal q is the kernel quadratic-form argument,True,0.844524593438116,0.6156856481342743,0.6156856481342743,0.6156856481342743,1e-10,fast multi-seed sanity grid,0,0.03,1.0,0.05354079712555632,0.0027906000013899757,0.0026375779998488724,True,False,1,0.23333333333333334,1e-06,0.009605080000255839,True,True,7.686996092990412,1.0580663996619795,0.009184241938751258,-1.0243181372701418,0.0,0.6330036297242437
0.6785714285714286,0.07142857142857142,32.715402173758825,6.0000000000000275,0.0,True,6.161264932616904,0.6872246553576046,0.0,0.14285714285714285,8.183902875124568,0.0,56.96388382581588,"[28, 5, 6]",single-index-random-projection,1.0485555913280062,,1.4142135623730951,0.0008549213322155658,0.034342857313919686,1.0,487,6,5,True,1.0,sample_without_replacement_plus_gaussian_noise,8,0,6,48,12,100800,nan,0.0,0.999832545994906,0.999832545994906,6,7.286700019903947e-05,485,"normalized N(0, I_d), uniform on the sphere","normalized rho_k * N(0, I_d) + eta * beta_{k-1}",1.0000000000000002,1.0,0.9999999999999998,"[28, 5, 6]",True,0.9818369211593756,0.5587739893651397,-0.6946476335169229,0.40219738012808665,,6.5625,0.28125,0.3828125,26.25,False,486,0.009141811999143101,0.009228999999322696,2.8691517313784645,2.0287966455108357,False,False,5.4616977398061355,0.5045674710059235,True,"[28, 5]",4,8,4,epanechnikov,6.0,sin,T_k^2 = h_k^-2 * (rho_k^2 I + beta_{k-1} beta_{k-1}^T),False,0.55,6.0,120,28,5,0.6291412722808322,2,166.9892578125,quick,1.0,fraction of active coordinates in beta* used by this stress runner; algorithm-internal q is the kernel quadratic-form argument,True,0.626842921920023,0.6291023407635423,0.6291023407635423,0.6291023407635423,1e-10,fast multi-seed sanity grid,0,0.03,1.0,0.018300492075031722,0.00266675299826602,0.0025886910007102415,True,False,1,0.23333333333333334,1e-06,0.009424333000424667,True,True,6.844765095679054,1.0287669220891338,0.026039736158746156,-1.0142988031402054,0.0,0.6064950707103921
0.6785714285714286,0.25,37.93156088206234,6.000000000000026,0.0,True,5.401401529498201,0.3853331196076183,0.0,0.2857142857142857,3.569069352265747,0.0,30.741494895804323,"[28, 5, 6]",single-index-random-projection,0.791447490944127,,1.4142135623730951,4.367575210111399e-05,0.020129421025941813,1.0,584,3,6,True,1.0,sample_without_replacement_plus_gaussian_noise,8,0,6,48,12,100800,nan,0.4,0.9999045969965722,0.9999045969965722,6,7.014699986029882e-05,582,"normalized N(0, I_d), uniform on the sphere","normalized rho_k * N(0, I_d) + eta * beta_{k-1}",1.0000000000000002,1.0,0.9999999999999998,"[28, 5, 6]",True,1.031283964071038,-351833758092583.56,-9851345226592350.0,1828181834502758.5,,6.5625,0.28125,0.3828125,26.25,False,583,0.009363258999655955,0.009449620998566388,2.4367735422501804,1.7230590959410665,False,False,4.8718916347911305,0.34058399195555744,True,"[28, 5]",4,8,4,epanechnikov,6.0,sin,T_k^2 = h_k^-2 * (rho_k^2 I + beta_{k-1} beta_{k-1}^T),False,0.55,6.0,120,28,5,0.06266888206002437,2,166.6611328125,quick,0.5,fraction of active coordinates in beta* used by this stress runner; algorithm-internal q is the kernel quadratic-form argument,True,0.06067936282804489,0.6420132103274083,0.6420132103274083,0.6420132103274083,1e-10,fast multi-seed sanity grid,0,0.03,1.0,0.013813254752453397,0.002706690000195522,0.002684683000552468,True,False,1,0.23333333333333334,1e-06,0.009638163001000066,True,True,8.230413507799236,1.0062258597828446,0.028647889497365978,-0.9765255225157141,0.0,0.55949401887009
0.7142857142857143,0.14285714285714285,40.94338317662904,6.0000000000000115,0.0,True,5.102289455797983,0.44654621530755584,0.0,0.17857142857142858,4.672527596392037,0.0,34.582300541315625,"[28, 5, 6]",single-index-random-projection,3.0190805912419143,,1.4142135623730951,0.0005842566897690008,0.026423553644404414,1.0,681,6,7,True,1.0,sample_without_replacement_plus_gaussian_noise,8,0,6,48,12,100800,nan,0.4,0.9986120505048561,0.9986120505048561,6,7.362299947999418e-05,679,"normalized N(0, I_d), uniform on the sphere","normalized rho_k * N(0, I_d) + eta * beta_{k-1}",1.0000000000000002,1.0,0.9999999999999998,"[28, 5, 6]",True,0.9346072911603077,-5.538728500487036e+17,-1.5508439801363702e+19,2.878007751651998e+18,,6.5625,0.28125,0.3828125,26.25,False,680,0.009223356000802596,0.009335660999568063,2.2165453972972724,1.5673342812367312,False,False,3.6653381070834725,0.3436573668527489,True,"[28, 5]",4,8,4,epanechnikov,6.0,sin,T_k^2 = h_k^-2 * (rho_k^2 I + beta_{k-1} beta_{k-1}^T),False,0.55,6.0,120,28,5,0.06832868889265371,2,166.7548828125,quick,1.0,fraction of active coordinates in beta* used by this stress runner; algorithm-internal q is the kernel quadratic-form argument,True,0.06639099851623181,0.6171072548226926,0.6171072548226926,0.6171072548226926,1e-10,fast multi-seed sanity grid,0,0.03,1.0,0.052686800911498785,0.00273892400036857,0.0026108380006917287,True,False,1,0.23333333333333334,1e-06,0.009534110999084078,True,True,5.225958402599078,0.9279679727397079,-0.1864064706603939,-1.0376258957418591,0.0,0.5048299121978097
0.5357142857142857,0.0,24.034945437522303,6.000000000000012,0.15043370765239816,True,6.317175530946146,0.8049644050795143,0.0,0.07142857142857142,11.413537455242144,0.0,62.96095726919728,"[28, 5, 6]",single-index-random-projection,0.46768777899674385,,1.4142135623730951,0.00013476343864550307,0.00794248063441522,1.0,1000781,3,8,True,1.0,sample_without_replacement_plus_gaussian_noise,8,0,6,48,12,100800,nan,0.0,0.9999666854177791,0.9999666854177791,6,7.364399971265811e-05,1000779,"normalized N(0, I_d), uniform on the sphere","normalized rho_k * N(0, I_d) + eta * beta_{k-1}",1.0000000000000002,1.0,0.9999999999999998,"[28, 5, 6]",True,1.3174095285769252,0.948739949435945,0.0,0.27229927031695517,,6.5625,0.28125,0.3828125,26.25,False,1000780,0.009672572999988915,0.009763148998899851,2.985142856721914,2.1108147567986477,False,False,6.301016623983684,0.8076125099338827,True,"[28, 5]",4,8,4,epanechnikov,6.0,linear,T_k^2 = h_k^-2 * (rho_k^2 I + beta_{k-1} beta_{k-1}^T),False,0.55,6.0,120,28,5,0.04970518467252518,2,166.5595703125,quick,0.5,fraction of active coordinates in beta* used by this stress runner; algorithm-internal q is the kernel quadratic-form argument,True,0.0494945718160333,0.6350740696521635,0.6350740696521635,0.6350740696521635,1e-10,fast multi-seed sanity grid,1,0.03,1.0,0.00816266895334008,0.0027651589989545755,0.002822235999701661,True,False,1,0.23333333333333334,1e-06,0.009968117999960668,True,True,6.317434486556624,2.3591797109542,-0.004718419272739871,-2.4872520006917926,0.0,0.995962289471653
0.6428571428571429,0.07142857142857142,20.299851294594234,6.000000000000013,0.0,True,4.1075294532399385,0.7292585708459226,0.0,0.07142857142857142,7.161024291510338,0.0,48.22582104606874,"[28, 5, 6]",single-index-random-projection,0.6761735305232992,,1.4142135623730951,0.00019863386801336201,0.008129743818425834,1.0,1000878,6,9,True,1.0,sample_without_replacement_plus_gaussian_noise,8,0,6,48,12,100800,nan,0.0,0.9999303636449759,0.9999303636449759,6,7.829700007278007e-05,1000876,"normalized N(0, I_d), uniform on the sphere","normalized rho_k * N(0, I_d) + eta * beta_{k-1}",1.0000000000000002,1.0,0.9999999999999998,"[28, 5, 6]",True,1.0322613105888592,0.919537916338938,0.0,0.2597893781814281,,6.5625,0.28125,0.3828125,26.25,False,1000877,0.009895248000248102,0.010005961001297692,2.946578000396537,2.083545285375489,False,False,4.2244472524320775,0.7321786258702554,True,"[28, 5]",4,8,4,epanechnikov,6.0,linear,T_k^2 = h_k^-2 * (rho_k^2 I + beta_{k-1} beta_{k-1}^T),False,0.55,6.0,120,28,5,0.03800669936093603,2,166.5205078125,quick,1.0,fraction of active coordinates in beta* used by this stress runner; algorithm-internal q is the kernel quadratic-form argument,True,0.03736315108519967,0.6214065181294899,0.6214065181294899,0.6214065181294899,1e-10,fast multi-seed sanity grid,1,0.03,1.0,0.011801385937608865,0.002841325000190409,0.002731406000748393,True,False,1,0.23333333333333334,1e-06,0.010213334000582108,True,True,4.794614417877212,4.211323201306287,0.0022268843615807685,-2.360576156204801,0.016666666666666666,1.0513426462016162
